W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
A,B,W,W,L,W,W,L,L,W,W,L,W,W,B,A
A,W,L,A,L,A,L,A,A,L,A,L,A,L,W,A
A,W,A,W,W,W,W,W,W,W,W,W,W,A,W,A
A,L,L,W,L,A,L,A,A,L,A,L,W,L,L,A
A,W,A,W,A,W,W,W,W,W,W,A,W,A,W,A
A,W,L,W,L,W,L,L,L,L,W,L,W,L,W,A
A,L,A,W,A,W,L,W,W,L,W,A,W,A,L,A
A,L,A,W,A,W,L,W,W,L,W,A,W,A,L,A
A,W,L,W,L,W,L,L,L,L,W,L,W,L,W,A
A,W,A,W,A,W,W,W,W,W,W,A,W,A,W,A
A,L,L,W,L,A,L,A,A,L,A,L,W,L,L,A
A,W,A,W,W,W,W,W,W,W,W,W,W,A,W,A
A,W,L,A,L,A,L,A,A,L,A,L,A,L,W,A
A,1,W,W,L,W,W,L,L,W,W,L,W,W,B,A
A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
