W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
H,1,W,W,S,W,S,W,W,S,W,S,W,W,2,H
H,W,H,W,H,W,H,W,W,H,W,H,W,H,W,H
H,S,W,W,S,S,S,W,W,S,S,S,W,W,S,H
H,W,H,W,H,W,H,W,W,H,W,H,W,H,W,H
H,S,W,W,W,W,W,W,W,W,W,W,W,W,S,H
H,W,H,S,H,W,H,W,W,H,W,H,S,H,W,H
H,S,W,S,W,W,W,S,S,W,W,W,S,W,S,H
H,S,W,S,W,W,W,S,S,W,W,W,S,W,S,H
H,W,H,S,H,W,H,W,W,H,W,H,S,H,W,H
H,S,W,W,W,W,W,W,W,W,W,W,W,W,S,H
H,W,H,W,H,W,H,W,W,H,W,H,W,H,W,H
H,S,W,W,S,S,S,W,W,S,S,S,W,W,S,H
H,W,H,W,H,W,H,W,W,H,W,H,W,H,W,H
H,4,W,W,S,W,S,W,W,S,W,S,W,W,3,H
H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H
