W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K
K,K,W,W,W,E,W,W,B,W,E,W,W,W,K,K
K,W,E,W,W,E,W,W,W,W,E,W,W,E,W,K
K,W,W,K,E,K,E,K,K,E,K,E,K,W,W,K
K,W,W,E,K,W,W,W,W,W,W,K,E,W,W,K
K,E,E,K,W,E,W,W,W,W,E,W,K,E,E,K
K,W,W,E,W,W,K,W,W,K,W,W,E,W,W,K
K,1,W,K,W,W,W,E,E,W,W,W,K,W,W,K
K,W,W,K,W,W,W,E,E,W,W,W,K,W,B,K
K,W,W,E,W,W,K,W,W,K,W,W,E,W,W,K
K,E,E,K,W,E,W,W,W,W,E,W,K,E,E,K
K,W,W,E,K,W,W,W,W,W,W,K,E,W,W,K
K,W,W,K,E,K,E,K,K,E,K,E,K,W,W,K
K,W,E,W,W,E,W,W,W,W,E,W,W,E,W,K
K,K,W,W,W,E,W,B,W,W,E,W,W,W,K,K
K,K,K,K,K,K,K,K,K,K,K,K,K,K,K,K
